sentence_id,triple_id,variant,text,manipulation,template_id,split,template_split,entity_split,semantic_agent,semantic_recipient,event_lemma,event_state,cause_holder_role,causal_relation,role_assignment,polarity,temporal_relation,agent_identity_eligible,recipient_identity_eligible,role_assignment_eligible,event_state_eligible,cause_holder_role_eligible,causal_relation_eligible,polarity_eligible,temporal_relation_eligible
event_state_style_1_000__paraphrase,event_state_style_1_000,paraphrase,"Because the vase was fragile, Ava transported it.",event_state,event_state_style_1,dev,dev,dev,Ava,Farid,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_000__counterfactual,event_state_style_1_000,counterfactual,"Because the vase was fragile, Ava dropped it.",event_state,event_state_style_1,dev,dev,dev,Ava,Farid,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_001__base,event_state_style_1_001,base,Ben carried the box because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Ben,Grace,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_001__paraphrase,event_state_style_1_001,paraphrase,"Because the box was fragile, Ben transported it.",event_state,event_state_style_1,dev,dev,dev,Ben,Grace,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_001__counterfactual,event_state_style_1_001,counterfactual,"Because the box was fragile, Ben dropped it.",event_state,event_state_style_1,dev,dev,dev,Ben,Grace,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_002__base,event_state_style_1_002,base,Clara carried the plate because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Clara,Hugo,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_002__paraphrase,event_state_style_1_002,paraphrase,"Because the plate was fragile, Clara transported it.",event_state,event_state_style_1,dev,dev,dev,Clara,Hugo,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_002__counterfactual,event_state_style_1_002,counterfactual,"Because the plate was fragile, Clara dropped it.",event_state,event_state_style_1,dev,dev,dev,Clara,Hugo,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_003__base,event_state_style_1_003,base,Diego carried the lantern because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Diego,Inez,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_003__paraphrase,event_state_style_1_003,paraphrase,"Because the lantern was fragile, Diego transported it.",event_state,event_state_style_1,dev,dev,dev,Diego,Inez,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_003__counterfactual,event_state_style_1_003,counterfactual,"Because the lantern was fragile, Diego dropped it.",event_state,event_state_style_1,dev,dev,dev,Diego,Inez,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_004__base,event_state_style_1_004,base,Elena carried the glass because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Elena,Jonah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_004__paraphrase,event_state_style_1_004,paraphrase,"Because the glass was fragile, Elena transported it.",event_state,event_state_style_1,dev,dev,dev,Elena,Jonah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_004__counterfactual,event_state_style_1_004,counterfactual,"Because the glass was fragile, Elena dropped it.",event_state,event_state_style_1,dev,dev,dev,Elena,Jonah,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_005__base,event_state_style_1_005,base,Farid carried the vase because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Farid,Keira,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_005__paraphrase,event_state_style_1_005,paraphrase,"Because the vase was fragile, Farid transported it.",event_state,event_state_style_1,dev,dev,dev,Farid,Keira,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_005__counterfactual,event_state_style_1_005,counterfactual,"Because the vase was fragile, Farid dropped it.",event_state,event_state_style_1,dev,dev,dev,Farid,Keira,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_006__base,event_state_style_1_006,base,Grace carried the box because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Grace,Liam,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_006__paraphrase,event_state_style_1_006,paraphrase,"Because the box was fragile, Grace transported it.",event_state,event_state_style_1,dev,dev,dev,Grace,Liam,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_006__counterfactual,event_state_style_1_006,counterfactual,"Because the box was fragile, Grace dropped it.",event_state,event_state_style_1,dev,dev,dev,Grace,Liam,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_007__base,event_state_style_1_007,base,Hugo carried the plate because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Hugo,Maya,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_007__paraphrase,event_state_style_1_007,paraphrase,"Because the plate was fragile, Hugo transported it.",event_state,event_state_style_1,dev,dev,dev,Hugo,Maya,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_007__counterfactual,event_state_style_1_007,counterfactual,"Because the plate was fragile, Hugo dropped it.",event_state,event_state_style_1,dev,dev,dev,Hugo,Maya,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_008__base,event_state_style_1_008,base,Inez carried the lantern because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Inez,Noah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_008__paraphrase,event_state_style_1_008,paraphrase,"Because the lantern was fragile, Inez transported it.",event_state,event_state_style_1,dev,dev,dev,Inez,Noah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_008__counterfactual,event_state_style_1_008,counterfactual,"Because the lantern was fragile, Inez dropped it.",event_state,event_state_style_1,dev,dev,dev,Inez,Noah,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_009__base,event_state_style_1_009,base,Jonah carried the glass because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Jonah,Ava,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_009__paraphrase,event_state_style_1_009,paraphrase,"Because the glass was fragile, Jonah transported it.",event_state,event_state_style_1,dev,dev,dev,Jonah,Ava,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_009__counterfactual,event_state_style_1_009,counterfactual,"Because the glass was fragile, Jonah dropped it.",event_state,event_state_style_1,dev,dev,dev,Jonah,Ava,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_010__base,event_state_style_1_010,base,Keira carried the vase because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Keira,Ben,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_010__paraphrase,event_state_style_1_010,paraphrase,"Because the vase was fragile, Keira transported it.",event_state,event_state_style_1,dev,dev,dev,Keira,Ben,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_010__counterfactual,event_state_style_1_010,counterfactual,"Because the vase was fragile, Keira dropped it.",event_state,event_state_style_1,dev,dev,dev,Keira,Ben,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_011__base,event_state_style_1_011,base,Liam carried the box because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Liam,Clara,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_011__paraphrase,event_state_style_1_011,paraphrase,"Because the box was fragile, Liam transported it.",event_state,event_state_style_1,dev,dev,dev,Liam,Clara,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_011__counterfactual,event_state_style_1_011,counterfactual,"Because the box was fragile, Liam dropped it.",event_state,event_state_style_1,dev,dev,dev,Liam,Clara,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_012__base,event_state_style_1_012,base,Maya carried the plate because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Maya,Diego,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_012__paraphrase,event_state_style_1_012,paraphrase,"Because the plate was fragile, Maya transported it.",event_state,event_state_style_1,dev,dev,dev,Maya,Diego,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_012__counterfactual,event_state_style_1_012,counterfactual,"Because the plate was fragile, Maya dropped it.",event_state,event_state_style_1,dev,dev,dev,Maya,Diego,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_013__base,event_state_style_1_013,base,Noah carried the lantern because it was fragile.,event_state,event_state_style_1,dev,dev,dev,Noah,Elena,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_013__paraphrase,event_state_style_1_013,paraphrase,"Because the lantern was fragile, Noah transported it.",event_state,event_state_style_1,dev,dev,dev,Noah,Elena,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_013__counterfactual,event_state_style_1_013,counterfactual,"Because the lantern was fragile, Noah dropped it.",event_state,event_state_style_1,dev,dev,dev,Noah,Elena,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_1_014__base,event_state_style_1_014,base,Priya carried the glass because it was fragile.,event_state,event_state_style_1,test_entity,dev,test,Priya,Victor,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_014__paraphrase,event_state_style_1_014,paraphrase,"Because the glass was fragile, Priya transported it.",event_state,event_state_style_1,test_entity,dev,test,Priya,Victor,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_014__counterfactual,event_state_style_1_014,counterfactual,"Because the glass was fragile, Priya dropped it.",event_state,event_state_style_1,test_entity,dev,test,Priya,Victor,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_015__base,event_state_style_1_015,base,Owen carried the vase because it was fragile.,event_state,event_state_style_1,test_entity,dev,test,Owen,Priya,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_015__paraphrase,event_state_style_1_015,paraphrase,"Because the vase was fragile, Owen transported it.",event_state,event_state_style_1,test_entity,dev,test,Owen,Priya,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_015__counterfactual,event_state_style_1_015,counterfactual,"Because the vase was fragile, Owen dropped it.",event_state,event_state_style_1,test_entity,dev,test,Owen,Priya,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_016__base,event_state_style_1_016,base,Rosa carried the box because it was fragile.,event_state,event_state_style_1,test_entity,dev,test,Rosa,Owen,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_016__paraphrase,event_state_style_1_016,paraphrase,"Because the box was fragile, Rosa transported it.",event_state,event_state_style_1,test_entity,dev,test,Rosa,Owen,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_016__counterfactual,event_state_style_1_016,counterfactual,"Because the box was fragile, Rosa dropped it.",event_state,event_state_style_1,test_entity,dev,test,Rosa,Owen,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_017__base,event_state_style_1_017,base,Theo carried the plate because it was fragile.,event_state,event_state_style_1,test_entity,dev,test,Theo,Rosa,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_017__paraphrase,event_state_style_1_017,paraphrase,"Because the plate was fragile, Theo transported it.",event_state,event_state_style_1,test_entity,dev,test,Theo,Rosa,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_017__counterfactual,event_state_style_1_017,counterfactual,"Because the plate was fragile, Theo dropped it.",event_state,event_state_style_1,test_entity,dev,test,Theo,Rosa,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_018__base,event_state_style_1_018,base,Uma carried the lantern because it was fragile.,event_state,event_state_style_1,test_entity,dev,test,Uma,Theo,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_018__paraphrase,event_state_style_1_018,paraphrase,"Because the lantern was fragile, Uma transported it.",event_state,event_state_style_1,test_entity,dev,test,Uma,Theo,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_018__counterfactual,event_state_style_1_018,counterfactual,"Because the lantern was fragile, Uma dropped it.",event_state,event_state_style_1,test_entity,dev,test,Uma,Theo,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_019__base,event_state_style_1_019,base,Victor carried the glass because it was fragile.,event_state,event_state_style_1,test_entity,dev,test,Victor,Uma,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_019__paraphrase,event_state_style_1_019,paraphrase,"Because the glass was fragile, Victor transported it.",event_state,event_state_style_1,test_entity,dev,test,Victor,Uma,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_1_019__counterfactual,event_state_style_1_019,counterfactual,"Because the glass was fragile, Victor dropped it.",event_state,event_state_style_1,test_entity,dev,test,Victor,Uma,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_000__base,event_state_style_2_000,base,Ava carried the box because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Ava,Farid,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_000__paraphrase,event_state_style_2_000,paraphrase,"Because the box was fragile, Ava transported it.",event_state,event_state_style_2,test_template,test,dev,Ava,Farid,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_000__counterfactual,event_state_style_2_000,counterfactual,"Because the box was fragile, Ava dropped it.",event_state,event_state_style_2,test_template,test,dev,Ava,Farid,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_001__base,event_state_style_2_001,base,Ben carried the plate because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Ben,Grace,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_001__paraphrase,event_state_style_2_001,paraphrase,"Because the plate was fragile, Ben transported it.",event_state,event_state_style_2,test_template,test,dev,Ben,Grace,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_001__counterfactual,event_state_style_2_001,counterfactual,"Because the plate was fragile, Ben dropped it.",event_state,event_state_style_2,test_template,test,dev,Ben,Grace,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_002__base,event_state_style_2_002,base,Clara carried the lantern because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Clara,Hugo,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_002__paraphrase,event_state_style_2_002,paraphrase,"Because the lantern was fragile, Clara transported it.",event_state,event_state_style_2,test_template,test,dev,Clara,Hugo,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_002__counterfactual,event_state_style_2_002,counterfactual,"Because the lantern was fragile, Clara dropped it.",event_state,event_state_style_2,test_template,test,dev,Clara,Hugo,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_003__base,event_state_style_2_003,base,Diego carried the glass because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Diego,Inez,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_003__paraphrase,event_state_style_2_003,paraphrase,"Because the glass was fragile, Diego transported it.",event_state,event_state_style_2,test_template,test,dev,Diego,Inez,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_003__counterfactual,event_state_style_2_003,counterfactual,"Because the glass was fragile, Diego dropped it.",event_state,event_state_style_2,test_template,test,dev,Diego,Inez,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_004__base,event_state_style_2_004,base,Elena carried the vase because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Elena,Jonah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_004__paraphrase,event_state_style_2_004,paraphrase,"Because the vase was fragile, Elena transported it.",event_state,event_state_style_2,test_template,test,dev,Elena,Jonah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_004__counterfactual,event_state_style_2_004,counterfactual,"Because the vase was fragile, Elena dropped it.",event_state,event_state_style_2,test_template,test,dev,Elena,Jonah,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_005__base,event_state_style_2_005,base,Farid carried the box because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Farid,Keira,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_005__paraphrase,event_state_style_2_005,paraphrase,"Because the box was fragile, Farid transported it.",event_state,event_state_style_2,test_template,test,dev,Farid,Keira,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_005__counterfactual,event_state_style_2_005,counterfactual,"Because the box was fragile, Farid dropped it.",event_state,event_state_style_2,test_template,test,dev,Farid,Keira,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_006__base,event_state_style_2_006,base,Grace carried the plate because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Grace,Liam,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_006__paraphrase,event_state_style_2_006,paraphrase,"Because the plate was fragile, Grace transported it.",event_state,event_state_style_2,test_template,test,dev,Grace,Liam,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_006__counterfactual,event_state_style_2_006,counterfactual,"Because the plate was fragile, Grace dropped it.",event_state,event_state_style_2,test_template,test,dev,Grace,Liam,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_007__base,event_state_style_2_007,base,Hugo carried the lantern because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Hugo,Maya,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_007__paraphrase,event_state_style_2_007,paraphrase,"Because the lantern was fragile, Hugo transported it.",event_state,event_state_style_2,test_template,test,dev,Hugo,Maya,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_007__counterfactual,event_state_style_2_007,counterfactual,"Because the lantern was fragile, Hugo dropped it.",event_state,event_state_style_2,test_template,test,dev,Hugo,Maya,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_008__base,event_state_style_2_008,base,Inez carried the glass because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Inez,Noah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_008__paraphrase,event_state_style_2_008,paraphrase,"Because the glass was fragile, Inez transported it.",event_state,event_state_style_2,test_template,test,dev,Inez,Noah,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_008__counterfactual,event_state_style_2_008,counterfactual,"Because the glass was fragile, Inez dropped it.",event_state,event_state_style_2,test_template,test,dev,Inez,Noah,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_009__base,event_state_style_2_009,base,Jonah carried the vase because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Jonah,Ava,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_009__paraphrase,event_state_style_2_009,paraphrase,"Because the vase was fragile, Jonah transported it.",event_state,event_state_style_2,test_template,test,dev,Jonah,Ava,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_009__counterfactual,event_state_style_2_009,counterfactual,"Because the vase was fragile, Jonah dropped it.",event_state,event_state_style_2,test_template,test,dev,Jonah,Ava,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_010__base,event_state_style_2_010,base,Keira carried the box because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Keira,Ben,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_010__paraphrase,event_state_style_2_010,paraphrase,"Because the box was fragile, Keira transported it.",event_state,event_state_style_2,test_template,test,dev,Keira,Ben,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_010__counterfactual,event_state_style_2_010,counterfactual,"Because the box was fragile, Keira dropped it.",event_state,event_state_style_2,test_template,test,dev,Keira,Ben,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_011__base,event_state_style_2_011,base,Liam carried the plate because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Liam,Clara,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_011__paraphrase,event_state_style_2_011,paraphrase,"Because the plate was fragile, Liam transported it.",event_state,event_state_style_2,test_template,test,dev,Liam,Clara,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_011__counterfactual,event_state_style_2_011,counterfactual,"Because the plate was fragile, Liam dropped it.",event_state,event_state_style_2,test_template,test,dev,Liam,Clara,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_012__base,event_state_style_2_012,base,Maya carried the lantern because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Maya,Diego,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_012__paraphrase,event_state_style_2_012,paraphrase,"Because the lantern was fragile, Maya transported it.",event_state,event_state_style_2,test_template,test,dev,Maya,Diego,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_012__counterfactual,event_state_style_2_012,counterfactual,"Because the lantern was fragile, Maya dropped it.",event_state,event_state_style_2,test_template,test,dev,Maya,Diego,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_013__base,event_state_style_2_013,base,Noah carried the glass because it was fragile.,event_state,event_state_style_2,test_template,test,dev,Noah,Elena,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_013__paraphrase,event_state_style_2_013,paraphrase,"Because the glass was fragile, Noah transported it.",event_state,event_state_style_2,test_template,test,dev,Noah,Elena,carry,carried,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_013__counterfactual,event_state_style_2_013,counterfactual,"Because the glass was fragile, Noah dropped it.",event_state,event_state_style_2,test_template,test,dev,Noah,Elena,carry,dropped,,causal,preserved,,,True,True,False,True,False,False,False,False
event_state_style_2_014__base,event_state_style_2_014,base,Priya carried the vase because it was fragile.,event_state,event_state_style_2,test_both,test,test,Priya,Victor,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_014__paraphrase,event_state_style_2_014,paraphrase,"Because the vase was fragile, Priya transported it.",event_state,event_state_style_2,test_both,test,test,Priya,Victor,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_014__counterfactual,event_state_style_2_014,counterfactual,"Because the vase was fragile, Priya dropped it.",event_state,event_state_style_2,test_both,test,test,Priya,Victor,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_015__base,event_state_style_2_015,base,Owen carried the box because it was fragile.,event_state,event_state_style_2,test_both,test,test,Owen,Priya,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_015__paraphrase,event_state_style_2_015,paraphrase,"Because the box was fragile, Owen transported it.",event_state,event_state_style_2,test_both,test,test,Owen,Priya,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_015__counterfactual,event_state_style_2_015,counterfactual,"Because the box was fragile, Owen dropped it.",event_state,event_state_style_2,test_both,test,test,Owen,Priya,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_016__base,event_state_style_2_016,base,Rosa carried the plate because it was fragile.,event_state,event_state_style_2,test_both,test,test,Rosa,Owen,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_016__paraphrase,event_state_style_2_016,paraphrase,"Because the plate was fragile, Rosa transported it.",event_state,event_state_style_2,test_both,test,test,Rosa,Owen,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_016__counterfactual,event_state_style_2_016,counterfactual,"Because the plate was fragile, Rosa dropped it.",event_state,event_state_style_2,test_both,test,test,Rosa,Owen,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_017__base,event_state_style_2_017,base,Theo carried the lantern because it was fragile.,event_state,event_state_style_2,test_both,test,test,Theo,Rosa,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_017__paraphrase,event_state_style_2_017,paraphrase,"Because the lantern was fragile, Theo transported it.",event_state,event_state_style_2,test_both,test,test,Theo,Rosa,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_017__counterfactual,event_state_style_2_017,counterfactual,"Because the lantern was fragile, Theo dropped it.",event_state,event_state_style_2,test_both,test,test,Theo,Rosa,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_018__base,event_state_style_2_018,base,Uma carried the glass because it was fragile.,event_state,event_state_style_2,test_both,test,test,Uma,Theo,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_018__paraphrase,event_state_style_2_018,paraphrase,"Because the glass was fragile, Uma transported it.",event_state,event_state_style_2,test_both,test,test,Uma,Theo,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_018__counterfactual,event_state_style_2_018,counterfactual,"Because the glass was fragile, Uma dropped it.",event_state,event_state_style_2,test_both,test,test,Uma,Theo,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_019__base,event_state_style_2_019,base,Victor carried the vase because it was fragile.,event_state,event_state_style_2,test_both,test,test,Victor,Uma,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_019__paraphrase,event_state_style_2_019,paraphrase,"Because the vase was fragile, Victor transported it.",event_state,event_state_style_2,test_both,test,test,Victor,Uma,carry,carried,,causal,preserved,,,False,False,False,True,False,False,False,False
event_state_style_2_019__counterfactual,event_state_style_2_019,counterfactual,"Because the vase was fragile, Victor dropped it.",event_state,event_state_style_2,test_both,test,test,Victor,Uma,carry,dropped,,causal,preserved,,,False,False,False,True,False,False,False,False
polarity_style_0_000__base,polarity_style_0_000,base,Ava did repair the bike because it was broken.,polarity,polarity_style_0,dev,dev,dev,Ava,Farid,repair,,,causal,preserved,affirmative,,True,True,False,False,False,False,True,False
polarity_style_0_000__paraphrase,polarity_style_0_000,paraphrase,"Since the bike was broken, Ava did mend it.",polarity,polarity_style_0,dev,dev,dev,Ava,Farid,repair,,,causal,preserved,affirmative,,True,True,False,False,False,False,True,False
polarity_style_0_000__counterfactual,polarity_style_0_000,counterfactual,"Because the bike was broken, Ava did not fix it.",polarity,polarity_style_0,dev,dev,dev,Ava,Farid,repair,,,causal,preserved,negative,,True,True,False,False,False,False,True,False
polarity_style_0_001__base,polarity_style_0_001,base,Ben did repair the radio because it was broken.,polarity,polarity_style_0,dev,dev,dev,Ben,Grace,repair,,,causal,preserved,affirmative,,True,True,False,False,False,False,True,False
polarity_style_0_001__paraphrase,polarity_style_0_001,paraphrase,"Since the radio was broken, Ben did mend it.",polarity,polarity_style_0,dev,dev,dev,Ben,Grace,repair,,,causal,preserved,affirmative,,True,True,False,False,False,False,True,False
polarity_style_0_001__counterfactual,polarity_style_0_001,counterfactual,"Because the radio was broken, Ben did not fix it.",polarity,polarity_style_0,dev,dev,dev,Ben,Grace,repair,,,causal,preserved,negative,,True,True,False,False,False,False,True,False
polarity_style_0_002__base,polarity_style_0_002,base,Clara did repair the lamp because it was broken.,polarity,polarity_style_0,dev,dev,dev,Clara,Hugo,repair,,,causal,preserved,affirmative,,True,True,False,False,False,False,True,False
